Protein1,Protein2
5728,5250
3965,9847
1459,7448
3608,7448
9759,30850
4223,10253
1021,2002
5893,6396
10528,7284
10482,55737
410,5626
6934,23583
4343,7384
117246,1736
23770,5710
8942,132
1748,81887
11067,29946
3009,3024
64748,79075
6631,9416
5876,57799
10269,90231
5501,5202
10399,7132
3178,3182
9022,22928
3846,6386
1080,3301
9918,87178
5987,9825
10975,4695
4848,55683
1994,124935
4085,10527
10482,9130
23181,650
9662,22994
358,9880
1852,5594
163071,404093
213,2217
2521,213
8563,9775
22890,147687
8237,8480
80184,6829
5584,80006
3396,124995
6477,54472
6119,1655
27343,7311
8350,3009
129401,9631
64432,84545
3065,6599
3178,54954
5605,10987
55794,51069
54881,6138
51741,6605
5307,50945
342371,2521
10188,8878
54520,150684
65080,81533
4715,6184
10921,11052
54534,64965
4987,9630
9342,55275
7549,90933
10422,7874
1743,8802
6628,9129
8266,10994
8850,4802
9601,5910
23450,6749
790,5708
11052,9898
5683,5683
340419,84133
132320,80273
405,6923
10421,24148
4343,51639
55074,55737
5252,65986
3320,10062
1103,818
5451,5568
149371,9711
367,9862
7408,7917
1740,10945
2935,7189
1406,5132
6794,1586
85481,3326
51608,826
2968,5436
7332,51035
3993,10910
11331,4691
137868,2710
1857,5307
3320,2305
5170,6868
1994,55004
26003,81631
4223,388882
29982,30849
10362,24144
6137,9733
367,7157
29119,84056
5562,81628
4701,4719
57188,375791
6628,6635
286826,5933
7531,8844
22919,11346
10528,1938
10643,23020
6396,6396
30011,8881
10101,5710
3615,6138
2874,83896
27005,9181
2622,85403
1036,51380
80230,89953
10450,23450
1017,3980
284680,3141
1915,64969
1917,57176
7265,6455
10210,7321
2688,6464
83987,23513
3065,84629
10159,10097
10949,7203
5894,5515
79727,55720
9463,51076
22890,4691
10524,22890
51253,26589
10594,4076
10200,11161
3396,217
23512,10929
23512,54606
2267,9181
6603,57492
2580,26098
83987,1213
3312,6146
23405,5042
1655,7024
2309,1387
6310,408263
151246,5268
6750,6752
3094,25824
238,10844
7917,4839
9611,9682
1994,7328
5245,4869
3801,11043
79885,64087
84365,55661
22820,23433
23398,27336
80143,55870
1655,51631
5456,5456
93185,3006
4343,79175
8089,64089
2099,6124
6199,6184
6464,1173
117246,84946
120379,343637
26240,64170
2957,2958
213,9967
3183,989
4343,6575
55048,100131816
1432,83607
5499,2997
6887,9139
10159,55004
9463,58491
29959,9733
2521,135293
22933,11331
286075,168374
4236,11043
79165,118924
5250,5976
5683,5698
6612,6663
1022,1024
3608,10262
6708,7408
2959,124220
3993,3993
11326,79810
7407,9255
28960,28960
7529,10238
113,50940
10987,7329
57035,10197
5347,6453
54596,3799
55588,9969
836,9135
1537,6742
9128,9129
1147,54882
3320,57473
5599,6789
10120,58
5481,6271
6117,3615
1387,3551
23503,125115
10569,1655
6045,10142
7307,9416
55660,221935
27043,4691
23524,7307
79154,3035
51458,51458
581,55814
5050,84060
4292,53832
415117,11179
51264,740
9557,6119
5139,5573
6871,27339
1387,4928
23197,9217
51035,84936
51259,6510
222484,79016
2099,4878
60528,8928
5245,7157
84248,10482
3185,79084
6780,8661
6919,79959
9045,27067
23310,284106
220108,339834
7157,5610
55161,9861
817,23534
8453,5903
10130,10093
54499,27089
10056,3181
2872,5936
79083,4644
23371,8905
114932,120379
1660,6651
1856,25937
11004,2805
6901,4241
26354,9221
6181,6233
57019,4141
5152,26003
7024,92399
57587,29941
2304,5089
116071,3726
2099,7569
23512,25983
9217,5007
4343,4209
2801,147687
55681,6181
6280,11338
112939,8451
1499,3945
166,51529
7170,11339
8841,7203
1642,9318
2801,10529
1642,163590
7965,55330
2110,4723
348,5621
8907,171483
8735,9710
9212,79884
142689,7284
1434,56647
3312,9804
83445,83851
9733,10128
7014,10419
10014,4869
2,9361
26206,79798
23136,84661
6603,8932
26043,84861
1602,54819
293,4697
51639,5591
11190,6137
9530,10152
4724,4716
28952,54951
56886,55699
3192,3183
6134,6138
22913,348093
4005,55734
64225,134353
10126,10126
23404,118460
55697,166793
56287,56935
4670,4735
55363,51138
10362,1108
11136,55161
9841,23028
11338,22827
10946,10992
51142,159195
6117,10067
1822,55700
140458,509
9513,79036
8350,23476
4350,7068
26468,344018
26517,23405
25885,5440
55759,80324
11326,2064
25804,9092
55011,8725
51023,9801
6132,9733
1460,84464
2033,23411
132789,23204
7321,26001
118611,7157
11140,10522
3667,1856
11193,3192
23450,8349
54460,84311
9759,29911
79172,9785
1514,5226
56253,56253
6468,1660
10049,51082
84787,3308
8456,86
27236,8359
10326,7305
10884,51116
5071,9212
116115,8674
1994,54815
84164,2203
11335,94056
4255,126433
1627,2618
197,207
57532,151121
145508,8604
5300,10594
84676,4287
7031,7447
9368,1182
342371,114785
4869,3301
3320,4920
64981,740
2099,55681
1153,9133
10523,152485
5985,10865
5728,8314
8361,8467
2099,57473
3945,847
3297,4085
6667,4204
4705,89970
1660,8563
6657,124540
10054,2118
4841,11346
5378,1540
11338,6228
55294,219541
7203,84656
26019,5073
10140,2064
9925,11007
5987,9119
54443,26136
9530,54828
5705,5887
10487,4168
55660,2597
7544,83746
6760,6760
8676,84285
129401,10762
4869,51634
409,117159
10075,9588
3965,967
9274,6602
2078,9782
7518,10513
4627,9332
7158,996
7064,6888
25953,8568
26524,84318
5987,79165
3185,6628
1080,23344
8467,6601
23279,4928
8621,25778
23450,9913
51741,1822
367,55827
26589,128308
4254,57198
10240,10573
5869,375
3164,27043
55763,6709
3178,4809
8266,50628
267,6647
10450,10594
5597,25920
2622,55702
1743,9231
22890,137209
153090,55294
3320,3791
2670,983
5071,10130
9463,283899
6733,11066
4722,4731
9953,9957
6045,488
286075,57786
9968,9862
79577,9001
10643,6629
4796,8290
6386,55660
10128,4528
10642,24140
51202,5245
1994,8697
23405,26156
22929,55759
9253,90864
6258,90678
9817,4150
255193,375791
7014,57647
26524,159195
56475,81539
7532,3097
142,11198
51164,5987
5824,9653
5925,10524
8939,6599
80145,9589
10952,6449
22832,157922
1432,9149
9924,3309
55284,51283
8569,1977
8621,1938
2622,2801
23450,6228
29904,10097
5573,79666
6628,80145
10369,2045
55294,10891
11331,51649
140801,6228
122042,6019
5430,2962
6228,8342
23524,10813
23386,25782
23635,5371
6647,2597
7869,375791
7013,1072
23647,57159
5198,55697
57332,6780
6146,8668
1994,51559
3185,5356
6117,5985
8361,9759
51069,92259
84313,178
3309,3191
23028,9318
6709,8500
5393,10200
83987,85379
10482,9666
7905,27349
657,650
4738,8336
3192,6217
7251,54778
9047,10865
6477,219402
7468,8290
1499,1017
54960,79833
9486,3115
23647,54471
6449,51060
10529,60
26156,54556
51035,59349
1432,2670
56246,56246
2104,84993
5423,200558
51019,342574
4520,7917
5728,7332
2938,27258
54511,622
5496,8559
121441,64224
22907,6228
9240,84221
10247,23013
6016,6018
3191,9296
8078,8270
10521,9092
54534,525
1459,983
25930,51271
10419,6605
2069,56255
333929,9414
8907,1174
1915,6156
4343,10614
7203,6184
4091,3838
10179,115704
3993,65979
5034,79921
10188,207
6790,3376
4223,81853
5966,8664
3181,6634
11338,4691
55135,463
23385,4711
3577,202459
9441,27125
342371,4817
2099,3308
4735,90861
142,9439
4869,90441
7353,51667
51204,84708
6446,10645
1104,51380
6208,6217
196,2099
23632,25839
114609,26046
8850,6871
1595,3293
79133,7516
54148,285367
57187,8563
24144,4809
23604,171483
3187,11338
9984,56647
23138,51324
841,155465
25791,998
7321,9538
6631,8880
11007,80764
3667,5290
84676,8557
142,221504
5663,80303
1432,5979
51621,8850
6303,6723
26523,8887
5562,5987
10910,9049
64127,331
1915,5245
8456,7407
54606,64965
10328,284361
5682,5701
6605,6760
6919,22911
51343,4751
8883,9061
4841,5430
10413,3192
7249,9135
5308,3065
6780,3185
56901,3739
5966,54726
6634,65979
6228,7532
79621,5962
7529,23518
8480,80232
6549,6708
10987,2668
9252,572
83987,3189
51053,1212
57804,6117
27285,10056
118881,58493
768,1495
51619,9666
57096,80173
145508,55857
7013,7402
11060,11083
23385,3185
3065,8851
9662,343069
9775,10284
515,54943
7037,7018
80125,4591
5296,60561
9463,84245
3309,5704
4116,9785
203328,374897
23107,6132
5625,58510
4116,22794
58473,414236
25978,3164
117283,57122
54507,91694
23144,54882
128710,64422
4869,6122
3033,5683
5563,57536
7164,3065
26156,6137
4869,11052
353497,26073
10450,11052
7532,1676
3002,5591
27258,9775
9984,9967
55644,79165
96764,1387
2580,64397
5050,60491
3566,10524
409,5595
5966,154313
9933,10813
8825,171483
29855,9414
23512,7203
10987,1503
22978,57186
55251,55697
51726,4723
3608,64794
975,2597
506,509
1756,1821
7531,9778
4809,51491
51297,79622
367,5970
4087,7175
6901,84059
3178,6122
3192,57109
26003,219736
2305,25973
23450,6134
5037,56950
2962,2959
4188,120379
1915,55681
3178,1938
55735,10989
128866,57217
10574,60
55856,56005
7781,54940
51224,6921
22820,51272
8451,2784
2011,10944
10606,79959
84676,8554
10555,126129
10056,5245
1717,3185
11137,9221
10482,125115
2521,9987
54148,27349
3187,5936
64805,25844
130,26057
2304,8189
23071,56061
10952,6261
7988,79797
57606,8531
55145,83746
3766,54915
2874,3065
56949,9092
65109,54902
10989,6137
79084,116225
3015,8369
4089,1050
57522,998
1459,5305
29110,805
2011,1173
968,5917
27336,56259
1434,7534
64170,80022
4670,7532
3035,6205
10528,11103
4085,23499
3692,10940
8202,8405
2048,9972
120892,1213
89,23434
6181,7307
5431,5436
7163,51324
57332,8467
9240,84271
4809,9092
10491,6835
6146,6160
5861,6861
3608,27067
1196,90075
3192,124995
8449,9775
6599,8189
81858,81858
1213,64784
6228,7150
55299,6217
7329,10054
9559,11052
1915,55090
4869,4350
2521,8148
6810,6810
9958,9810
10197,79873
1994,831
170506,3183
8139,10153
51340,79228
54606,6217
9968,84445
5931,79595
118424,54540
27304,81605
79698,79698
4343,23107
84197,10162
22827,6741
1017,1213
8841,10320
11212,3098
1017,5058
1080,1080
4809,81027
3337,10963
27005,54507
10987,51491
83987,22994
23524,9414
2957,79810
6749,8453
51116,65080
23530,10975
2078,22803
10240,54534
2904,1742
26508,55729
367,2071
29074,84545
79090,7109
1392,2908
9924,286053
3187,60
1387,3219
8841,1642
4005,6660
8451,23450
4832,51727
79444,58525
9373,55968
4869,11137
142,11009
10075,1739
92345,400793
7529,369
10210,1915
2130,55905
10992,54819
25988,1822
1399,10657
4674,5534
6455,55048
7150,9793
3838,84445
5695,5717
10097,1072
5682,10243
6714,7068
8631,159195
5886,7311
1459,147339
2130,3619
80306,400569
5062,84936
5496,8563
5499,8725
1982,5597
3949,6670
3606,8808
3931,6670
84197,8703
10987,9987
5567,8736
3654,7408
114327,161502
11222,128308
6923,29959
7351,49860
23028,22950
9463,29950
2597,10327
23759,51340
51116,54460
81628,84080
10987,8148
7529,8471
8900,1017
7014,23753
29126,55697
80273,3704
3265,6635
84648,85294
28,84283
57035,23534
725,6787
8720,8720
1736,56647
2915,9456
3396,4719
6727,9221
2688,2688
1387,466
1974,55521
7874,5371
6790,9782
5308,5626
4719,7381
8453,5935
2874,55048
6647,5860
6640,6262
10513,53822
23,3608
10987,55832
1738,25902
2597,4802
5308,57512
3178,55922
3638,267
10987,93611
1857,6919
1915,6632
24140,6449
409,1654
80184,55559
367,8405
5604,5037
8546,83548
4644,5813
5873,94121
10179,10946
1173,5567
7257,9343
10464,27238
7381,4702
2355,26057
79159,79009
5430,10413
1794,26011
2064,10019
3192,117246
154007,85437
56474,90678
152185,348235
5092,79873
51684,342574
8841,3308
108,5144
23097,9412
51010,118460
1211,7415
56926,8764
409,817
9513,79869
4696,4723
55832,6208
8086,5966
23469,2908
92400,57393
3848,3861
6046,1869
5432,6601
79843,339834
55521,7322
116540,28977
5469,22913
55308,4927
1627,81
55832,114034
79727,10992
1580,6670
10299,10299
5432,7936
7337,79096
5685,5719
27430,10130
2908,6599
11060,11091
6657,1108
10952,6745
7529,5296
83746,6045
1017,3376
27252,5300
1390,983
1173,3916
6303,22929
4735,23157
9731,55559
833,3308
25988,23524
6431,7532
388552,84343
26168,3320
10567,84067
4188,221504
2622,51324
3654,9868
8815,5931
997,5626
5499,1017
2492,23468
23398,29105
3192,22907
152,7534
10327,128
10521,8220
153769,11338
55832,85364
10643,6628
4055,4055
7917,171483
9731,23386
79159,64794
6647,132789
9662,54915
51647,5557
9775,3848
3838,5134
64400,9666
9873,80124
23411,9092
5094,5250
163,9218
841,26959
58510,8659
9463,195827
5932,8543
10482,4664
10159,537
2624,4089
367,805
1974,134147
7334,7408
5308,23462
1537,4713
11116,89953
10128,3320
9924,6628
55630,25875
55832,22803
117283,51593
54916,4619
4343,85461
54165,8148
10482,9223
9577,7132
5979,8350
7536,9343
6745,10575
8440,10188
4255,7150
6132,6897
10450,79228
1892,3295
2100,4089
51258,9801
4116,23012
9391,55253
29894,29894
30012,84525
1600,3695
7157,1213
6045,8775
142689,2266
23405,3326
213,7273
6045,10594
29093,64949
129401,5905
2664,79659
2072,6160
2099,25831
5515,8500
79885,51366
55031,54521
3024,197407
6310,2224
27257,27258
55832,6146
3420,836
5204,2673
9969,10025
10294,5250
3092,1213
6835,5813
4212,5090
90441,9147
10075,7323
51690,6634
57541,84304
5719,29888
11218,6122
2109,2879
10482,24144
6117,11340
7391,3054
3817,2734
5499,84280
3265,7175
6469,6469
10490,91404
10426,50717
10987,25902
3185,10949
208,597
27089,374291
9852,24144
54881,26354
4893,79621
163183,2137
79801,9785
6543,7534
27161,57472
5597,6134
57536,85403
10482,7290
3178,4599
2355,10498
4005,4005
54463,201501
5710,1738
1915,57805
7337,805
58,55845
25906,25824
84914,9693
4005,9119
8161,8161
64601,80004
3608,8342
27000,8336
5562,27044
5917,57805
3608,6829
8900,6117
6124,6228
975,27250
29117,8019
6792,6792
5970,8239
10521,29105
2956,571
3801,124590
29950,6777
200734,8878
3192,4691
10946,3185
4705,55471
9975,125115
10277,5886
5710,64858
57461,6629
81607,23590
7415,10043
51548,5970
9759,24144
10075,5708
23144,10667
1915,478
65109,22794
9343,23352
6137,27043
84277,4731
10142,79723
51367,51367
8991,6117
5303,22948
79084,9070
29904,213
2280,7295
6137,81887
4665,6919
9970,7314
10482,25988
6310,23051
4924,5591
7068,8841
55699,23553
114899,23127
6919,57410
3838,28960
29922,51727
124583,1388
51631,9221
10884,65993
6303,22980
7381,9045
11160,221092
2355,134353
5050,7704
80007,10989
84100,10952
80755,25831
55771,7570
6477,10188
1856,6714
4343,8226
56949,6625
2033,3219
4665,64147
92342,10856
11012,5427
7323,11342
6396,79726
5962,54014
10195,221
10421,56259
27343,6854
7322,26190
51003,6837
6631,11340
9662,79441
1380,3192
7337,51377
5300,7319
23107,51253
25804,4548
23173,84656
11338,4869
55588,7273
5506,9878
4697,478
55588,7203
8424,57698
1051,5595
83987,10657
9702,6284
3309,1434
27340,65083
93185,8348
3396,57176
11052,56949
7529,9779
5733,30000
54556,10933
54205,317
23313,10533
7409,7535
2130,7917
10919,114799
55663,84445
84080,124590
1915,7879
10282,9554
166793,25988
27340,80829
28998,51649
108,5136
23385,989
4722,4707
1736,1736
23770,23770
5562,55657
51021,6134
23640,51068
25942,6602
2078,23450
23184,5686
5567,9218
25847,29945
26039,2033
84545,9748
23028,23199
6667,51593
1022,1387
7536,8563
10439,7278
10419,4209
83987,5878
8928,91419
51593,8467
2108,4350
9775,23020
5360,335
1153,4809
284312,221785
4719,1213
7157,9522
10240,29088
7329,10738
3480,6464
25804,51340
163,7307
55668,23028
6667,30012
4005,64061
4708,4716
79727,28987
55454,55501
10987,11338
23291,25777
51350,154313
51619,51127
10120,10671
8419,55929
5563,7329
5501,8910
10482,60678
668,8565
51741,23644
3726,6233
51258,92259
3257,55626
55559,26035
1936,6647
51428,7307
10482,145508
6390,54543
26007,60314
94234,9354
54919,23214
3065,8361
207,2194
10482,84899
23243,3337
29950,132158
10482,10478
27429,331
5693,5682
24144,84988
6137,79084
10413,4738
10856,125476
10569,23013
23584,63892
10891,9970
151987,22950
11162,135293
10075,3181
23517,9092
92399,171483
6780,9782
11091,7251
10421,6629
3799,5683
9611,8202
84197,29956
3174,10987
7336,79723
92591,3015
10253,1397
4343,3308
10210,65110
55275,55275
10014,6205
3181,5356
10482,55572
3396,65080
11052,78990
5071,56993
10262,7073
51639,5245
80764,84445
9702,9882
55748,51659
5987,84106
118980,54543
50628,57835
207,93185
6134,6184
10539,27300
140735,283461
54606,9933
27258,58509
6602,9463
26973,8942
83546,80746
3306,5682
55655,9275
4704,7381
55810,3229
4843,5685
3396,29920
1859,81558
23019,9533
27258,6629
7532,6428
116540,92399
10494,64801
6045,79882
10989,3838
56474,56474
9611,23450
29123,8841
3178,8342
55131,6124
6428,6431
7322,331
1659,26156
2882,3309
10884,51263
170463,8543
3326,5787
26156,3178
218,4329
22907,6157
5465,84914
57573,115106
6134,55178
138046,84231
51377,9861
10614,2773
1642,6132
10600,8340
4881,5144
85438,83696
1994,8915
4841,817
7251,57536
5300,23371
6134,1660
83987,5708
57787,140710
1032,84656
4869,10514
23294,8498
1994,80306
6874,79595
10,25818
6640,3357
5170,5787
1544,6716
10987,4841
10362,7307
1211,3312
23517,3550
64805,506
5894,92609
2733,8409
55748,55748
1028,207
3301,8717
10262,10523
8554,6314
5867,60
196,10499
10987,56267
10020,81850
3295,80724
2957,6874
1785,64924
1017,57505
3838,6871
11060,55048
26099,6727
6789,23214
10262,26051
9245,10073
8915,8239
2033,2355
3069,5591
80324,10096
3192,4931
23107,64983
51194,5905
10425,874
4725,4695
5800,7415
124637,1537
10285,22827
6780,5976
114548,54865
84164,4627
81631,841
55808,6484
3667,6464
7415,8189
51639,80145
4599,79020
10284,29896
132320,5976
55197,91694
11140,55145
2162,2165
329,4084
163,1175
28985,51015
23405,5094
7113,161145
11284,9688
4701,7385
3692,439
5976,84993
433,9370
23512,9513
9777,8780
978,6386
6093,3551
7322,9538
11021,60
26225,23468
56605,23071
84612,1810
79228,84675
3801,9873
51300,4716
57215,8473
4087,7150
23398,51428
11284,54919
4005,81628
54949,10989
51022,51181
7432,7433
51282,89884
64983,55720
53917,2664
10573,3178
22907,25942
3998,9276
1459,84232
10482,51010
1994,28965
51642,64432
3846,7869
91408,3192
5601,3725
10856,1736
9702,6709
1938,6208
4627,5500
5241,6667
3192,79009
1080,3312
5499,9765
56931,6301
27005,125115
23385,5984
4653,3029
1994,6138
3178,6741
7329,7189
64837,338657
1147,4627
83932,5701
26100,9140
5245,8662
6924,5437
55832,8330
1213,476
10713,8449
2280,5534
4116,6634
10285,10262
1915,6181
6484,149175
6790,11335
129401,25909
374291,4715
2107,94056
10062,29888
89891,7189
84705,84705
3053,3054
3725,8537
6905,7277
51103,51295
9994,8554
9439,80124
9731,29922
22913,5356
59271,10908
255738,3301
23013,53615
5300,9967
5571,84536
9047,23051
3690,3910
54764,84914
11222,51649
4000,80011
9463,55105
1017,10527
80012,8467
4087,10771
64127,10524
3551,6446
7532,10921
3184,7384
1635,53
56913,9245
23524,6632
5663,1495
6199,6208
25793,10855
51550,83548
23197,3337
121793,9026
10399,5094
26984,124975
5501,997
1460,57418
2260,8440
93034,957
7415,11140
11218,2117
64781,11338
22920,9129
9400,5436
4358,4712
8480,54468
9662,285331
5071,4720
1915,6160
722,3929
1173,55184
8667,51386
10576,7532
27230,84283
23291,9898
7014,114885
54556,64431
51071,178
9662,1540
8543,54507
1432,4157
5682,6999
25828,256369
10528,9100
3887,79036
5573,5499
10067,11060
8850,11190
1021,6663
5970,5970
51514,83743
5347,8543
7534,80014
5371,5925
10421,5869
1017,1759
134285,8189
1017,55737
8851,29089
7486,7157
5702,5378
9149,5925
9694,10523
25855,25855
10989,6124
26589,740
6919,11281
132320,11160
57532,7532
6217,6194
51032,4683
10992,79228
5717,7277
7307,9589
2622,8379
4843,6520
1743,7704
3308,29114
6205,9129
64983,7818
10615,10724
3178,3704
6667,6596
5500,10657
1059,51593
2521,5831
26206,64927
29085,5720
2260,2253
4725,7385
170506,509
3927,55145
6880,10542
166793,2033
10642,6132
10098,201931
6622,1915
8440,199720
6642,7905
5987,9533
433,10282
6386,10152
5571,112770
9212,6599
4670,10142
89884,284257
3185,6158
5563,57326
84365,7270
25930,6790
4089,7069
27339,3183
7284,6160
219,7381
1994,6745
8350,79577
2078,8405
10642,4869
4793,6233
10987,3309
10075,7284
55758,56850
10159,8650
5966,8545
6100,8907
4092,6934
116285,28976
1655,4343
220213,5887
1994,23568
79142,90678
5300,995
11218,25942
51230,8352
3164,5705
6208,9040
64425,9013
51377,5717
23411,9733
51642,84545
58,7170
51548,10146
4763,51070
6160,6208
26524,55698
55109,114034
23054,5465
93185,4670
207,581
57536,80184
23013,56259
9001,151254
51259,29914
2879,10963
57187,9419
26073,5425
293,9349
2801,10865
54512,1797
4188,79415
1014,1499
5591,22870
51497,11331
1021,94039
7257,145508
23584,30000
55114,9368
3932,52
284161,3045
2147,2160
8022,84080
23522,51741
55626,5702
3178,124995
3694,5594
9519,2957
55661,1736
8440,1947
55233,154796
284427,10102
11338,54033
3192,3009
3309,3309
213,345
10146,120
55832,23645
145226,63891
5702,84661
54812,6777
506,1915
8882,3297
9702,58
6194,55720
9618,55905
1537,4719
9731,157922
1381,7054
23411,338785
51382,342574
54902,339834
4157,4160
23199,23199
3185,56478
132141,55127
5976,3043
9971,7341
4841,55588
1642,9589
10482,55066
7818,8943
4087,661
55758,79813
55734,7088
5481,3326
8139,8668
221937,9882
5432,2965
23512,10657
9320,8717
57602,84955
54663,51202
9702,634
3846,117144
25804,84656
10419,5431
2130,11319
9282,9967
4707,4725
9785,10569
116540,7419
57647,9904
9530,56254
9212,6217
9031,6599
331,6233
29946,199990
10573,116540
163183,403313
7529,54541
10097,54439
1373,5894
5376,6385
483,9375
64145,57403
1460,57159
7013,5052
222484,51068
7150,983
63935,8841
6733,23468
5935,348093
10856,6205
5071,9532
6146,8342
11338,1660
27092,1453
146433,1436
808,9340
6138,6194
1182,1182
346171,1786
2801,54540
5584,2735
8717,8996
6045,708
51639,7150
3101,4286
79637,125115
7157,25842
107,5145
6657,79595
4843,6628
7536,6844
23560,50628
64241,208
80155,9559
55686,2260
768,3842
4627,10197
6184,509
57187,79228
5976,23404
50628,6157
29982,2592
10038,23468
7178,998
10594,6632
5966,120379
5292,9513
23020,26156
10399,3320
7879,9761
2010,4001
900,125115
3781,88
84365,23378
29968,5723
2130,6612
11344,55813
6921,140462
81847,7323
5876,51592
10818,2889
10413,23071
23032,23421
5886,5702
8661,26589
8078,80829
51213,9984
7295,10963
8456,3895
6504,5788
26225,11335
9759,9759
57472,4848
4869,3192
151987,11218
476,6184
6045,5704
5698,5430
10342,1211
51507,64282
6455,7534
10524,10524
2874,221937
6657,10179
11043,80028
6667,2104
6146,7419
286128,375790
6780,4670
29896,6880
2078,4830
7697,90933
5501,7170
3161,9687
26019,64976
7043,7043
2597,79666
7415,2011
4223,9474
8451,25797
5063,9815
9318,2071
79600,30001
27339,27339
4869,10061
10467,10902
54165,10987
8543,1642
51300,4711
3801,9342
9557,3015
3326,2597
7284,6228
10253,10253
1493,1493
84676,57646
1050,5599
2664,84708
11281,402682
3185,64718
27086,6304
26156,86
10632,11331
27005,27005
112476,4724
221154,9070
5300,7314
9128,27238
10099,967
51647,55167
2879,80724
994,5894
3309,5702
2746,7448
6634,79622
51741,25929
7024,27343
1742,4036
8139,144097
59339,130951
6629,94104
7385,54499
83896,128602
29796,4701
51377,5685
2309,7529
11218,509
10421,7536
8408,3661
5595,5594
29894,10987
11335,7027
152185,79848
342574,3480
8825,143098
84365,51602
8554,8405
403,7157
55832,11091
9047,139170
55311,51282
55630,51108
83987,6714
64400,7013
23368,317762
142,1059
1822,10615
7260,51542
6622,162
5430,6117
3927,66037
54974,29904
10482,23081
203328,6318
84787,7275
6657,22929
22879,27072
6272,5297
10521,1153
3420,3417
86,51552
29950,51550
79959,26058
83987,8664
55166,8359
9261,5073
8548,84932
10286,10421
7391,2033
10987,27339
9970,9440
7329,84464
3265,5900
1616,10445
1104,3032
8932,23028
7534,8546
10482,2773
132320,10113
2130,57661
80013,200205
2130,9794
54859,23587
23450,6158
9217,27131
10294,23411
5108,9887
3725,7311
51160,6233
8216,246175
6749,9861
84285,84708
22827,9716
9702,80254
114984,6257
7534,375484
145508,26524
10369,1453
3692,10240
112936,6829
5682,115265
1432,5616
8202,10671
56259,57658
4343,51755
10714,56655
29105,9129
9904,55720
7415,23154
55166,7543
9217,133746
9618,254187
57787,3308
10419,7297
3846,8646
4670,6146
6733,5562
23054,5594
7337,9097
116840,8458
10054,526
1655,3181
11284,81887
10419,81027
199990,80233
51608,10524
221154,60682
11103,55661
805,9340
23450,55003
23512,10992
7871,6789
5710,2806
2033,5241
1786,84444
8703,55624
55702,151903
3035,6160
11136,1915
23042,55968
1642,5708
56929,57096
23450,3183
8548,9841
3507,7441
9463,220929
23025,23549
51259,11231
7329,2305
790,5710
10054,55717
55729,2961
213,4635
10482,5681
2954,9588
10284,6598
221092,10643
10262,10450
51282,80317
10467,64431
6921,140459
8676,387856
79022,286451
5435,9817
1917,8349
2959,6884
6714,7429
6314,2033
28965,8794
22955,57332
28977,51642
84612,2799
2078,1654
94234,221092
9045,84248
528,25923
11335,55791
57455,57455
63925,57805
27030,27030
4286,7329
22827,10146
9667,9667
3065,546
3090,3090
1994,79664
5976,54512
1071,1071
165904,58
23204,8667
7975,8841
51341,25942
5861,92483
10262,9128
6132,9782
329,51255
10284,3301
5500,8148
11116,27333
9802,11201
8814,6829
6449,57045
91687,22858
80325,116092
3309,5931
7337,1810
2354,115572
5195,9409
64425,11218
51116,51253
5243,6045
55644,8260
5693,5711
3178,1147
6760,605
158787,5597
9675,5591
27229,65250
4716,10134
11128,10622
6780,79009
10399,2597
3192,8342
7334,5095
4188,92129
10594,27238
3183,58509
6102,23534
1401,5594
8451,1917
22919,10615
5509,5501
3766,9276
5092,84105
55012,116173
9527,9554
8621,90864
3550,9128
7536,7536
7014,6194
51529,10393
5861,9950
10856,7534
1740,2895
708,10130
7307,8563
2309,6446
5037,5062
5931,55135
10573,64976
6368,118430
10856,55011
81847,9557
3053,7018
409,3181
10098,51109
27236,10016
27238,115265
56650,90231
23035,9368
10440,131118
55177,10245
6657,55553
5626,5935
9817,51142
2688,6418
4343,25885
5597,2010
5663,2108
238,60
29763,8996
51548,9918
5198,28969
6272,9958
10661,3065
8565,11212
4091,5284
83987,6890
1654,27044
362,4188
655,3846
2986,5144
11331,27043
11222,28957
79154,7167
841,837
10513,57192
5090,127391
57410,57410
10524,5308
3117,491
3326,5297
5430,8352
10576,10574
79577,2962
79158,5594
5499,64651
7468,2099
5584,572
4809,9128
51259,57216
9775,9092
8161,84708
84866,56983
10038,3306
29105,9775
4188,5990
7529,25920
57532,83897
1660,1717
3312,6233
10285,8896
10159,23607
27352,5868
8625,4000
81603,3326
80347,7264
6045,64105
79922,4528
5868,55684
54165,7073
8419,342574
5868,9611
4731,7384
51593,56259
3418,4597
56943,23326
6640,3741
6449,653808
5903,9759
9693,9223
51259,5819
1514,2641
6780,4069
4725,54968
5905,81605
84132,54881
10336,26053
1739,4036
55170,23352
10657,6744
8880,1854
7415,84000
4646,1600
10075,6748
3799,8878
1387,2959
3184,3692
369,92609
10528,1662
10419,10419
51550,84656
1994,57446
4223,54544
3320,5979
9477,5430
7014,7011
1267,5584
1938,5708
10921,6631
9045,9349
1915,9045
4869,56647
112950,80145
8335,3181
5594,3727
5501,5158
5029,9368
8453,3184
192670,10419
3035,10527
54148,124995
5134,7311
7534,81027
4722,4716
5077,9670
4010,25973
6518,254827
1936,805
23168,6749
6923,116540
54148,57610
1655,9984
9919,84181
4062,84988
10643,24144
2735,5987
1633,4833
7157,84612
768,55027
1017,6228
57455,6924
5356,3838
1759,51003
655,8202
6632,9716
60528,5201
